FeedbackID,ExhibitionID,AttendeeID,Comments,Rating
2059,2059,2059,n6TV1Yn$8a,5
2060,2060,2060,#n5Qf1pyCw,4
2061,2061,2061,Lm^*qwQest,3
2062,2062,2062,eIbmtLNe X,2
2063,2063,2063,MN9W%e$t^@,1
2064,2064,2064,D^9KpP@J1#,1
2065,2065,2065,Q6Zlk*fHQM,1
2066,2066,2066,D3m&QFXlRp,3
2067,2067,2067,*jPcx4xrHD,5
2068,2068,2068,0IT^oU$3eg,4
2069,2069,2069,PSBKtp&uF#,3
2070,2070,2070,t&MG5T5weJ,1
2071,2071,2071, &vYK!TH8R,5
2072,2072,2072,#p4wGA6cjD,3
2073,2073,2073,TC&53jjVue,3
2074,2074,2074,YUsm5roV%A,4
2075,2075,2075,E@nv5kIjap,5
2076,2076,2076,Yy4T9yhSqv,1
2077,2077,2077,^0ZqRI63jZ,4
2078,2078,2078,FcVqFtOXp#,3
2079,2079,2079,XqPH3XkW07,2
2080,2080,2080,gg3gLBY%NA,2
2081,2081,2081,CGa2qn7mD@,4
2082,2082,2082,fhJYRcCkJW,4
2083,2083,2083,K 12trd$H@,3
2084,2084,2084,f59Xl1VsIy,4
2085,2085,2085,NDNt8q4&Y&,4
2086,2086,2086,GIrdpoPYdb,2
2087,2087,2087,KYk*cGH^MK,5
2088,2088,2088,bMT2sYfF&u,2
2089,2089,2089,3TAFTc47j3,1
2090,2090,2090,AWrLvq1H@^,3
2091,2091,2091,5s%vWfm9GK,1
2092,2092,2092,2C%Q8r*otA,5
2093,2093,2093,9^#YMIE3vo,1
2094,2094,2094,XCpc9t2VTv,5
2095,2095,2095,xUpMvZI5$S,3
2096,2096,2096,cCpXtwZwf6,3
2097,2097,2097,vt5xU7qjYv,4
2098,2098,2098,o3Bv0VqjmP,3
2099,2099,2099,hCb^mt6Dm2,5
2100,2100,2100, ZrAtlHGqC,3
2101,2101,2101,Xwfh%c*$CI,1
2102,2102,2102,NO@N*ZQI3S,4
2103,2103,2103,Es0N 9A^ o,2
2104,2104,2104,5T9UuCWnKm,5
2105,2105,2105,uM5xp*R!4P,3
2106,2106,2106,nNBc8NcT76,1
2107,2107,2107,FB*iCMOH27,2
2108,2108,2108,uAyJ1LaKWA,1
2109,2109,2109,UX9WDtHAq%,3
2110,2110,2110,@yChsDNxtd,5
2111,2111,2111,dKNC*pQ9Fb,2
2112,2112,2112,selFEX7zWk,2
2113,2113,2113,&8m9J@u75M,3
2114,2114,2114,zLEr kVRoB,4
2115,2115,2115,CxaF@cqG O,3
2116,2116,2116,XA*oPaSkJs,3
2117,2117,2117,eZ9&hnm$tP,2
2118,2118,2118,QfVkXCg!q5,2
2119,2119,2119,Cr$P5e0qHM,1
2120,2120,2120,7al LdYS*C,1
2121,2121,2121,J5UyBmQb5i,2
2122,2122,2122,!1wz@PsQ#1,5
2123,2123,2123,pis&AgK!7E,3
2124,2124,2124,5m@sQI7Bnv,3
2125,2125,2125,VnZ$891!v$,2
2126,2126,2126,HTwRp$xZzJ,4
2127,2127,2127,se$i5^4#Sr,2
2128,2128,2128,zJiKlO032*,5
2129,2129,2129,2AyP0D4$%6,4
2130,2130,2130,&oD&doEC4 ,2
2131,2131,2131,2bMVnoOhN ,3
2132,2132,2132,ygW^knwrv ,2
2133,2133,2133,AG*6Ws1uKo,3
2134,2134,2134,kMR5 @RwiP,5
2135,2135,2135,gkw F0PDcf,2
2136,2136,2136,xFZ dNeVV3,5
2137,2137,2137,*RzwXfjFkK,1
2138,2138,2138,5jU*pS*D2r,4
2139,2139,2139,9m!Xxj&*tP,3
2140,2140,2140,jr6fEX#GI3,1
2141,2141,2141,*qJgt1A0@k,4
2142,2142,2142,&jPNcRCoIn,5
2143,2143,2143,vJCq&PuaTa,2
2144,2144,2144,aAS6okjmr6,5
2145,2145,2145,8MW2AOKn$V,3
2146,2146,2146,Wtbwe#hPe%,3
2147,2147,2147,stMppq$D^I,5
2148,2148,2148,YfAqW4aA@i,1
2149,2149,2149,rZ6yWnuNom,4
2150,2150,2150,wf@S6*56Q3,5
2151,2151,2151,GK$gQCCGh9,4
2152,2152,2152,U hgWuaz&K,5
2153,2153,2153,ftZ0clv6Xn,2
2154,2154,2154,14ES6vXn%e,3
2155,2155,2155,0u5!E7nPVu,5
2156,2156,2156,bBszmRWm^2,4
2157,2157,2157,kwmxe8AIbP,4
2158,2158,2158,slRFFehHJR,2
2159,2159,2159,ujJV #V!ih,5
2160,2160,2160,apNsJtcW&k,1
2161,2161,2161,&hVyJMq4mh,5
2162,2162,2162,oFCdWIO$bh,4
2163,2163,2163,UOhKiKSr9c,1
2164,2164,2164,d1eWx# AVz,2
2165,2165,2165,iO1DWSO$Fy,4
2166,2166,2166,5T1zg^wy2$,4
2167,2167,2167,0Q%34E36ZE,3
2168,2168,2168,SPL4eh&8v ,3
2169,2169,2169,7$KQBUcDRo,3
2170,2170,2170,zcB5PivTCy,1
2171,2171,2171,09F1y3Kx4N,2
2172,2172,2172,H@PujZZCGa,3
2173,2173,2173,9tfwi%6AgA,5
2174,2174,2174,5sHr@$okaS,5
2175,2175,2175,7EIlPmZ* d,5
2176,2176,2176,JT8wyJT$Aa,2
2177,2177,2177,qZAS&4hQGD,1
2178,2178,2178,pQj#&Jeqxn,3
2179,2179,2179,OR3xEDYhUD,3
2180,2180,2180,vAi&ApW &i,2
2181,2181,2181,BamKd#yl7X,3
2182,2182,2182,dmkcL7NHE^,4
2183,2183,2183,Jr@^F3vnTy,1
2184,2184,2184,2FH$YEtYwB,5
2185,2185,2185,u%rq#5O$OO,2
2186,2186,2186,hYkiYiZS@ ,5
2187,2187,2187,JPHoqo%dCj,3
2188,2188,2188,dBvDT3G*iE,1
2189,2189,2189,MOXNv54JY7,3
2190,2190,2190,ce&kVQyUFM,3
2191,2191,2191,VbGrBlzIUN,3
2192,2192,2192,J4hB1!xTwl,2
2193,2193,2193,Wwe6H #IgT,3
2194,2194,2194,!fNm#6mLuk,1
2195,2195,2195,M7t^sdF9S*,3
2196,2196,2196,fng$CK3Zn9,2
2197,2197,2197,u1nIxyRQRY,2
2198,2198,2198,H3#OMiddlQ,3
2199,2199,2199,fPApI8z52K,5
2200,2200,2200,h%AK!YG7yG,4
2201,2201,2201,gCtVSOViGf,3
2202,2202,2202,iIAZO0j8u!,3
2203,2203,2203,0QF jm3yU@,4
2204,2204,2204,47v4*iJ2DV,5
2205,2205,2205,H5B!UZc69R,3
2206,2206,2206,ccQI1qYQ7c,3
2207,2207,2207,pqf6HBhA7Z,3
2208,2208,2208,dCJg0UJMpn,1
2209,2209,2209,PB&jR4VlzE,3
2210,2210,2210,STII% OiBJ,2
2211,2211,2211,a 3y8DB T3,5
2212,2212,2212,@t8RyAma2R,2
2213,2213,2213,%ov86xr&9h,3
2214,2214,2214,B8*ZSFiBGc,4
2215,2215,2215,T03iJUuLv5,5
2216,2216,2216,TKW35d3$R$,4
2217,2217,2217,5ivLJ$36bC,3
2218,2218,2218,1JcHfNjk6Y,5
2219,2219,2219,PaR8tFIPx%,3
2220,2220,2220,$8K@vXrhXP,3
2221,2221,2221,^cNNieDYDv,3
2222,2222,2222,vMVD$cvG*b,2
2223,2223,2223,WQ9n06il6H,5
2224,2224,2224,^jRapFDk1Y,5
2225,2225,2225,BYeFMUa2J$,2
2226,2226,2226,C#HA@C^PpZ,3
2227,2227,2227,A2K2#Nj3nW,3
2228,2228,2228,4LylebjSy1,4
2229,2229,2229,kr 6^4tHoN,5
2230,2230,2230,@p$6jDsB8U,1
2231,2231,2231,MrK 4@2Dm3,1
2232,2232,2232,r8b8 jfwE7,3
2233,2233,2233,zuiZ9sY@%z,5
2234,2234,2234,mdL!wyQm&$,1
2235,2235,2235,7FLrHOY yJ,5
2236,2236,2236,EXViCXX@aw,4
2237,2237,2237,Pl*uGpevWY,4
2238,2238,2238,vGGuGki67W,1
2239,2239,2239,JfmQc6Tgmw,1
2240,2240,2240,x%alqrVq*5,3
2241,2241,2241,XJYKKC$X^3,3
2242,2242,2242,Ua#Zvy6nu3,4
2243,2243,2243,s@81TjvAzP,4
2244,2244,2244,unBIOvbEAU,2
2245,2245,2245,H&puqAkBAW,4
2246,2246,2246,%uZWTz1ex^,4
2247,2247,2247,1N%1QlF *g,5
2248,2248,2248,wCt4qQwPw1,4
2249,2249,2249,m4K31AhhHZ,1
2250,2250,2250,G&lNY4@GnU,4
2251,2251,2251,b5N$imsA0E,3
2252,2252,2252,^$Nefmf#4N,2
2253,2253,2253,u*rEh3kYe8,5
2254,2254,2254,0icB7#$tjo,1
2255,2255,2255,m#uyOdu$aY,1
2256,2256,2256,BQq LF&kxi,3
2257,2257,2257,islI1SpuX*,3
2258,2258,2258,$UrCC*mJJu,5
2259,2259,2259,PR662CWiYu,4
2260,2260,2260,ePj3H4jjhg,3
2261,2261,2261,u^ewO5%loq,2
2262,2262,2262,oBSxt4elqG,4
2263,2263,2263, R4n!6xuCE,2
2264,2264,2264,to5AI1rPQb,2
2265,2265,2265,2f 3TtyhbK,2
2266,2266,2266,v&q0wLJ52Z,1
2267,2267,2267,p%bSXM3vcK,1
2268,2268,2268,c379@raP4l,3
2269,2269,2269,Ppd9ShkvW@,1
2270,2270,2270,$WafX5acMl,2
2271,2271,2271,W2DEspDcHx,1
2272,2272,2272,DyF Hg1jFI,3
2273,2273,2273,BXu8khBgDR,3
2274,2274,2274,l5KhWJtL&c,5
2275,2275,2275,WFzsr7OIoO,5
2276,2276,2276,OPERk JUKb,1
2277,2277,2277,u7RB4iNSxa,2
2278,2278,2278,ED7@*%4eMl,2
2279,2279,2279,DLxCfFlVyv,2
2280,2280,2280,p1peZe#Ww%,5
2281,2281,2281,q8Oj9TQrjx,4
2282,2282,2282,FP$7H@J4Vy,3
2283,2283,2283,&^tE7CYV^i,5
2284,2284,2284,n#3! hftfR,2
2285,2285,2285,zh!Z&Lqx7c,1
2286,2286,2286,h%g8#w5WpF,1
2287,2287,2287,KQo%Z6o ul,5
2288,2288,2288,q7qAPE*JRb,2
2289,2289,2289,zpIUfEtZLv,2
2290,2290,2290,E$@vAye67$,1
2291,2291,2291,1iNgRZuqCT,4
2292,2292,2292,vkWZoMGR7x,4
2293,2293,2293,m6OTr9Rc*9,2
2294,2294,2294,&YJJnT*G& ,5
2295,2295,2295,Ar61!VG@ey,2
2296,2296,2296,t$AXQbI4AM,5
2297,2297,2297,9dNr&&&dR9,3
2298,2298,2298,eSp55CkRjM,2
2299,2299,2299,uQ0de HIxR,3
2300,2300,2300,GBm5i@5L8B,4
2301,2301,2301,wUQioGfTg ,4
2302,2302,2302,N#C2Gn20Bp,3
2303,2303,2303,s5aL!NgVl!,4
2304,2304,2304,N5MfeZp79A,2
2305,2305,2305,KFkBvvXOV^,5
2306,2306,2306,5G#exyW7Eu,3
2307,2307,2307,1NvDWfSSI9,5
2308,2308,2308,Dl6SwfG#RR,3
2309,2309,2309,hiJio#cNdB,4
2310,2310,2310,4wnZf3Ifvz,5
2311,2311,2311,CGN@0LWdeg,1
2312,2312,2312,muN%c#w*!w,1
2313,2313,2313,71#hZ$ooKz,5
2314,2314,2314,Fo%kE!X^vG,1
2315,2315,2315,e$nYbZF5#O,5
2316,2316,2316,JZPRXMsYBd,1
2317,2317,2317,tBg7aHIjOh,5
2318,2318,2318,yhBnr*lF$x,2
2319,2319,2319,#a1hVdpqD ,3
2320,2320,2320,DrqXp0YgvP,1
2321,2321,2321,DUTv2KV!s*,4
2322,2322,2322,UlvC 372UN,4
2323,2323,2323,e wmz@%mUa,1
2324,2324,2324,s5m7haF10m,1
2325,2325,2325,2#p3dakMqJ,2
2326,2326,2326,UWLyYs3&R%,5
2327,2327,2327,HAIhY1#5 4,5
2328,2328,2328,0ZRT9H t6j,5
2329,2329,2329,MC73gFqhR^,4
2330,2330,2330,Y3oIPORbnV,2
2331,2331,2331,pwAiB1wBo3,5
2332,2332,2332,YSH4ZtZ%zw,1
2333,2333,2333,3bOE5!VOX4,5
2334,2334,2334,g5XBRyOiJb,5
2335,2335,2335,9eb7^u!z4f,5
2336,2336,2336,aU5zjGaD%b,4
2337,2337,2337,MTErPq^fZc,1
2338,2338,2338,ITTG7NUXC^,2
2339,2339,2339,4An1Zf%7k*,4
2340,2340,2340,OhxnITPJ0N,3
2341,2341,2341,w$sFzoIAF%,5
2342,2342,2342,q&7CL$4cWD,2
2343,2343,2343,fKqI0XBKzO,5
2344,2344,2344,O1#dC!A2vv,5
2345,2345,2345,qpx%qO2wgN,4
2346,2346,2346,7q214O3ajK,1
2347,2347,2347,XBbTe292R$,1
2348,2348,2348,tZt9Qj4fdR,3
2349,2349,2349,qVUGM9#OZd,1
2350,2350,2350,4xBQtZuqFI,2
2351,2351,2351,I3ri%VLzuw,1
2352,2352,2352,QPonABnyJ4,1
2353,2353,2353,1Pc%hHGfWv,3
2354,2354,2354,SU!dtcPy!o,2
2355,2355,2355,qE@ Nd N4M,3
2356,2356,2356,6&xhjJ&M%I,3
2357,2357,2357,P2z!^ihINv,5
2358,2358,2358,C3cAJ0DBCJ,3
2359,2359,2359,HnO&A11suG,3
2360,2360,2360,VEwEqFB*c!,2
2361,2361,2361,yE&XSS@82n,5
2362,2362,2362,h#2^lx#RWw,1
2363,2363,2363,MZSmm#H#85,4
2364,2364,2364,aHJ y1jfpW,1
2365,2365,2365,Wfpfo&PI Z,5
2366,2366,2366,LfJcP1GgPO,1
2367,2367,2367,WwWtPqz*CU,4
2368,2368,2368,r*kQ6ps&k$,4
2369,2369,2369,98UiKM^%XP,2
2370,2370,2370,oq aDilG3y,2
2371,2371,2371,LBxO9mPLK&,2
2372,2372,2372,axqKiz$x47,2
2373,2373,2373,4ngHNSV%x#,3
2374,2374,2374,jg@ yz54$*,4
2375,2375,2375,ay6S9I!C7r,5
2376,2376,2376,sNPA!H%K7#,1
2377,2377,2377,fYuLuxa4X2,5
2378,2378,2378,FoaDgHgfER,1
2379,2379,2379,#meyQjKcHj,5
2380,2380,2380,f#AFWVQBeW,3
2381,2381,2381,tqmJZSm EU,3
2382,2382,2382,QF82!86Jyg,3
2383,2383,2383,JLQ08OUR2x,1
2384,2384,2384,wOt5rDu1Ed,4
2385,2385,2385,ocHB5oKjdb,1
2386,2386,2386,HxyjvHFK0l,2
2387,2387,2387,&X*A8*JDaf,1
2388,2388,2388,G$zlIw9&b ,5
2389,2389,2389,seEVVIXs&L,4
2390,2390,2390,aba7NwcFZ ,2
2391,2391,2391,B&pUS40rc4,2
2392,2392,2392,fNJftV32Vq,4
2393,2393,2393,zrZjq%GuaY,3
2394,2394,2394,E2$8QGCLMZ,4
2395,2395,2395,ScLUm4&@*%,3
2396,2396,2396,oI3$owFifS,2
2397,2397,2397,ppZ2u3D*MH,3
2398,2398,2398,zcE4Jvu*1o,3
2399,2399,2399,NZjD*H@vva,2
2400,2400,2400,cgU6RyPWAE,2
2401,2401,2401,IJ6EEbb1Ww,2
2402,2402,2402,ka!t81Z q*,2
2403,2403,2403,OiuNd $Rjf,3
2404,2404,2404,29PxEBJOls,4
2405,2405,2405,gdXQdOh7E*,2
2406,2406,2406,^k5E$8Wiuo,4
2407,2407,2407,nPQY  2UO9,5
2408,2408,2408,ZQl6ods^Zv,1
2409,2409,2409,buYhl5YXUo,3
2410,2410,2410,Fxj#ryrtE9,3
2411,2411,2411,N%6fe!lnqp,3
2412,2412,2412,aFzu^hvYD ,5
2413,2413,2413,FLbptyfQNc,5
2414,2414,2414,HRTU4oSC1c,2
2415,2415,2415,YyJU3f!5P*,2
2416,2416,2416,Vz5xs2x0NT,1
2417,2417,2417,w94T!U6o8M,1
2418,2418,2418,If7fjM*1%Z,2
2419,2419,2419,TaX1GeK6nc,4
2420,2420,2420,4Cv*D8sW#3,2
2421,2421,2421,GvFj1&X T ,2
2422,2422,2422,Mjt8TPL6OJ,4
2423,2423,2423,o4^Cg0XA#B,4
2424,2424,2424,sZQnGUq9y2,2
2425,2425,2425,4ulDM&jp7e,2
2426,2426,2426,Cb3$V8Zn@G,2
2427,2427,2427,zkzUCn%fCo,4
2428,2428,2428, FRw3XB@dD,3
2429,2429,2429,Gze!2yqhF#,1
2430,2430,2430,BMnq2loQ#a,4
2431,2431,2431,XGcIfLfn4*,1
2432,2432,2432,IR7oXJqATk,5
2433,2433,2433,H!BqvvTmiT,3
2434,2434,2434,jsDwMuPPgy,3
2435,2435,2435,IIVaqFiPsh,5
2436,2436,2436,50qd8!UEo4,2
2437,2437,2437,snt2oFXts0,2
2438,2438,2438,sB4E0hcrl2,5
2439,2439,2439,WtFNVfUzv%,3
2440,2440,2440,dsi 5Nkh%3,5
2441,2441,2441,ZwUD9UT&dP,5
2442,2442,2442,*Se@x4 p$%,2
2443,2443,2443,gVcX@R#Etm,2
2444,2444,2444,yhRtRyrdL#,2
2445,2445,2445,IBYPdTsf v,3
2446,2446,2446,nh!i57sVx5,5
2447,2447,2447,y5p8fkY0z ,1
2448,2448,2448,LFJOrHNlxG,1
2449,2449,2449,avIt5Y6Mi ,4
2450,2450,2450,vO8W8RfjRq,3
2451,2451,2451,Bg%y4LiGlo,3
2452,2452,2452,$KXpdE@pM%,1
2453,2453,2453,eBGkvKNTZi,2
2454,2454,2454,p$K$W2&Wam,1
2455,2455,2455,xHfxv^zaYR,3
2456,2456,2456,qIsp*mn1aK,4
2457,2457,2457,SMBo6qLZE$,1
2458,2458,2458,&Q&CDT nHm,5
2459,2459,2459,Nmi@uD2^g8,5
2460,2460,2460,ivjFNCI8JV,3
2461,2461,2461,aaTr0@!6aE,2
2462,2462,2462,M!zS3GQq@S,3
2463,2463,2463,wv9^&s5tg6,4
2464,2464,2464,h#8ykO6nUv,5
2465,2465,2465,ey9GyF64#v,4
2466,2466,2466,hym*Sra0vi,2
2467,2467,2467,Ji5hR^p#!V,4
2468,2468,2468,PE4sH6n1aY,2
2469,2469,2469,i5FZWhEvt@,1
2470,2470,2470,w^xXBCqTiy,2
2471,2471,2471,v pd 0ba%^,5
2472,2472,2472,iXVUldtATM,4
2473,2473,2473,qp*RGHkFVq,4
2474,2474,2474,FBRp1thXeF,1
2475,2475,2475,V@6qh!isIZ,1
2476,2476,2476,V4wXYTyo!d,5
2477,2477,2477,CMa&hAKX02,3
2478,2478,2478,AK&ZZFHQ0k,1
2479,2479,2479,1MrvJ*fRaM,1
2480,2480,2480,i5G#faI!Mm,3
2481,2481,2481,pJ6oeVgWf@,5
2482,2482,2482,eqw#hHfgP%,5
2483,2483,2483,PsjehHQ1rE,2
2484,2484,2484,01niaZj!iC,2
2485,2485,2485,4@AQa*$GYr,5
2486,2486,2486,rlShwTCTTI,1
2487,2487,2487,*tiNp5S#kU,4
2488,2488,2488,7ZTGFshpc@,5
2489,2489,2489,4U*dM!D@%x,3
2490,2490,2490,rzfaxmsdML,2
2491,2491,2491,5HF3JAKVy&,2
2492,2492,2492,Dl9&$o#U#b,4
2493,2493,2493,eH#UTgkT&w,2
2494,2494,2494,ncykotPdqw,5
2495,2495,2495,o^kHKS! Fa,2
2496,2496,2496,&rlNCP!nar,5
2497,2497,2497,fS!B1q 1ne,1
2498,2498,2498,hq*Ie7Y^M3,5
2499,2499,2499,CY97Ys4kUk,2
2500,2500,2500,qjzLjM$aOv,3
2501,2501,2501,JeDFELP$ss,1
2502,2502,2502,bjmBtK&p#@,5
2503,2503,2503,RSj rNDxl7,1
2504,2504,2504,MayqYdjWaI,3
2505,2505,2505,7CQpHjyORJ,3
2506,2506,2506,5pWzwPQPpu,2
2507,2507,2507,yCZyjOLMSo,3
2508,2508,2508,2HvFPFjAil,2
2509,2509,2509,03#Y%wqCoz,2
2510,2510,2510,q$Zt%a5GOf,4
2511,2511,2511,dujNiA4vyW,1
2512,2512,2512,bZ5Tvh*J%x,1
2513,2513,2513,Q96#3ErHnV,3
2514,2514,2514,U6&^HhGKc ,5
2515,2515,2515,XJFhTE2LCP,1
2516,2516,2516,gl@HCv*Chd,3
2517,2517,2517,gX9cN1j9eQ,2
2518,2518,2518,Ef8I#U4e$C,5
2519,2519,2519,mA0VC$Kx2C,2
2520,2520,2520,q3!VwX4ozU,1
2521,2521,2521,NZrh9V$2no,1
2522,2522,2522,!tF9&x2yfk,1
2523,2523,2523,P P4whQXMY,1
2524,2524,2524,2ls#Ws^ Ne,1
2525,2525,2525,X4jV^3xf#N,3
2526,2526,2526, VdrMdEc$f,3
2527,2527,2527,bK%V H8tCo,1
2528,2528,2528,Z4qP$7aJMm,2
2529,2529,2529,q*GBCSZ313,1
2530,2530,2530,TIyaZZ2^37,4
2531,2531,2531,agaSp6rFMU,4
2532,2532,2532,kO s98i$dG,4
2533,2533,2533,Yd1mSAn@6Y,5
2534,2534,2534,4x!GAWG%q6,3
2535,2535,2535,xILmeXsTK^,2
2536,2536,2536,#kCsJ!D&0V,3
2537,2537,2537,h*jJG6662Q,3
2538,2538,2538,*Vg&biumfn,5
2539,2539,2539,vcFoB&D0wP,3
2540,2540,2540,dbsh&f$1yJ,2
2541,2541,2541,O6i&MQRjB4,5
2542,2542,2542,62noW&Nex#,1
2543,2543,2543,MgLibJD1Hb,2
2544,2544,2544,f7Vk%! zWS,5
2545,2545,2545,JAUda7nAo1,3
2546,2546,2546,T%2uvXU$3X,2
2547,2547,2547,KdK5R2ys3T,1
2548,2548,2548,*lAr2zkLgG,1
2549,2549,2549,Nx&OY3FvTa,5
2550,2550,2550,ga7@ B*y@U,1
2551,2551,2551,9r8DXMlip9,3
2552,2552,2552,fAFI$j*g#3,3
2553,2553,2553,r@jdXjWP^0,4
2554,2554,2554,U*qO!B7JYm,4
2555,2555,2555,fA!$jtgpv9,2
2556,2556,2556,hNpot9jldH,1
2557,2557,2557,oVXo$OSqDM,4
2558,2558,2558, X61%kV4xU,1
2559,2559,2559,a2M4FOS%@%,4
2560,2560,2560,opNk5^G#rV,4
2561,2561,2561,II3KTsO8s!,4
2562,2562,2562,^FnNva!EN5,3
2563,2563,2563,hn9motO&Mz,3
2564,2564,2564,46ItkrH$M4,4
2565,2565,2565,x2@eaeKlW$,5
2566,2566,2566,YY2Wz8Ppfi,1
2567,2567,2567,T1oLPjffVY,1
2568,2568,2568,ocmy^L7JHd,3
2569,2569,2569,aH0NuYnWSu,4
2570,2570,2570,uC!6DN8N#c,5
2571,2571,2571,@^lZk^zW%e,4
2572,2572,2572,*Ck1gqZZ9q,5
2573,2573,2573,cPo*JWSQHM,3
2574,2574,2574,sHdMi ^a6B,2
2575,2575,2575,4iI!MdS1zD,2
2576,2576,2576,I83ams%bSA,5
2577,2577,2577,3gPOvWy@tC,3
2578,2578,2578,5OVdvtnJQS,1
2579,2579,2579,D3TvXzTwx*,3
2580,2580,2580,2!l568Xxvu,5
2581,2581,2581,Kf D5GW@b5,5
2582,2582,2582,T1K9mooPf0,1
2583,2583,2583,E8e$&a $6S,1
2584,2584,2584,0g^Z0&Jd5c,3
2585,2585,2585,MMWWbUxadX,1
2586,2586,2586,o!az*ER6Hp,1
2587,2587,2587,oqTHOdW k0,3
2588,2588,2588,pa*ce^sP87,5
2589,2589,2589,xPDE9BIiJO,2
2590,2590,2590,wH6Z@Yltk^,4
2591,2591,2591,zgQIV4VuzO,2
2592,2592,2592,hyfo&3bmFq,2
2593,2593,2593,7mCwq5Y$GC,1
2594,2594,2594,6OpQqqoFjO,3
2595,2595,2595,N7VqYdNxyZ,1
2596,2596,2596, bLUZ#USpb,2
2597,2597,2597,#x9rp4G1^s,4
2598,2598,2598,Xc&csZK8Nv,1
2599,2599,2599,Fj$OuHmInS,3
2600,2600,2600,q# $bUO9St,4
2601,2601,2601,oQ7Iu^KhZe,3
2602,2602,2602,B8IS9FuXTj,3
2603,2603,2603,5auV%ziL n,5
2604,2604,2604,E&Ev8t7lns,5
2605,2605,2605,&lZ%igJ0KI,1
2606,2606,2606,u3y&HiC 6F,1
2607,2607,2607,i0bBa1yWIm,5
2608,2608,2608,upXDvAX*R1,2
2609,2609,2609,iJEc6Ken3l,4
2610,2610,2610,@QpdQdTLTD,1
2611,2611,2611,h*iBR5KQqC,3
2612,2612,2612,A^&HD13H5&,1
2613,2613,2613,0vAAZabka!,4
2614,2614,2614,RzTcpp0h$l,1
2615,2615,2615,AUzE4IUDZ#,2
2616,2616,2616,fkA2D*ll&f,2
2617,2617,2617,hQfJSxmD5J,4
2618,2618,2618,rBssjOpK*A,2
2619,2619,2619,kYKUP5Qff&,2
2620,2620,2620,UaLX70g$#X,5
2621,2621,2621,WTr4vzKq0X,3
2622,2622,2622,Mt2aaWC$@o,4
2623,2623,2623,uKC93I& FF,2
2624,2624,2624,jNOkV1wsU^,2
2625,2625,2625,$h078$PD92,2
2626,2626,2626,X$RusYUv*y,4
2627,2627,2627, LQk4VUGrK,4
2628,2628,2628,K61T6JOPh@,4
2629,2629,2629,MZrRB48!b0,3
2630,2630,2630,sN^x#iy62g,4
2631,2631,2631,z#tJOsr!3d,1
2632,2632,2632,S3ObfGKV!T,1
2633,2633,2633,eCvu b8%aL,2
2634,2634,2634,iiq7k5uydE,3
2635,2635,2635,Xj3KSm3&1B,2
2636,2636,2636,Y7slf5HSIP,4
2637,2637,2637,hF!*Q nvqJ,5
2638,2638,2638,tOySvMzI95,1
2639,2639,2639,sysL9KrnbM,3
2640,2640,2640,PboSX2ddcV,2
2641,2641,2641,T&hG0W!Fva,1
2642,2642,2642,XuvSqP4XX%,2
2643,2643,2643,nR%TYnS3&p,4
2644,2644,2644,CGbSjSJyCs,2
2645,2645,2645,Wyx$yBxVDk,4
2646,2646,2646,q3D$!4uNWB,5
2647,2647,2647,%2  06cfhR,5
2648,2648,2648,ENrLs9M6K*,3
2649,2649,2649,U2varG hIL,3
2650,2650,2650,xqpSal@ Xh,1
2651,2651,2651,Rv4YME^&Hr,5
2652,2652,2652,68QEBt9ZN ,4
2653,2653,2653,hT$$M&PM55,1
2654,2654,2654,PqqCU2Ebh7,4
2655,2655,2655,OLfkcG0%Ef,2
2656,2656,2656,LbZgIX3E^S,1
2657,2657,2657,Ho5Y3F%GVV,5
2658,2658,2658,e1ze&4kxro,3
2659,2659,2659,qOzxM3FeW5,5
2660,2660,2660,BH3arB121N,3
2661,2661,2661,R03HsYX7rc,3
2662,2662,2662,kGDL%WmzwI,3
2663,2663,2663,&wdrqa2som,5
2664,2664,2664,T#ak04unAi,2
2665,2665,2665,Bn^Cjefpts,5
2666,2666,2666,McA!VGRlEJ,5
2667,2667,2667,N7*gtT*A!E,2
2668,2668,2668,5WoXNu^1&b,3
2669,2669,2669,V9N uJSzmY,3
2670,2670,2670,b7^C$6f@Eb,3
2671,2671,2671,hHdTVdigHj,2
2672,2672,2672,He*yb23oDL,4
2673,2673,2673,T*R2IONf!#,1
2674,2674,2674,%kthQyVkOG,3
2675,2675,2675,hDD8yJ9W0!,3
2676,2676,2676,%9C$#NE0*c,2
2677,2677,2677,ric%bw&r$9,5
2678,2678,2678,xLaw!IO%yF,1
2679,2679,2679,5^Q9yuyncT,5
2680,2680,2680,^WVzTD9I3C,2
2681,2681,2681,8XJcChVJ7Z,3
2682,2682,2682,TUYSqWmwB9,2
2683,2683,2683,CTDwQlrqx7,4
2684,2684,2684,JGbVtxDI6i,4
2685,2685,2685,wh13T0PHGJ,3
2686,2686,2686,dJ4gP3djvi,1
2687,2687,2687,ZU4V2YuS2o,5
2688,2688,2688,Ozhw&6PgO8,4
2689,2689,2689,SWmfcI62GQ,2
2690,2690,2690,OuYO0F !BH,3
2691,2691,2691,q3*qG3bjQZ,1
2692,2692,2692,1YnQ0fjoP&,4
2693,2693,2693,kf& *CJPsd,2
2694,2694,2694,iR2L47yXmq,2
2695,2695,2695,8SX5NoB Xq,4
2696,2696,2696,L0$RU@H1cT,4
2697,2697,2697,zxiSJK#Kp9,3
2698,2698,2698,X*%Gc00w&5,5
